"種類","価格情報区分","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","面積（㎡）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時期","取引の事情等"
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","東が丘","駒沢大学",5,110000000,70,"","",130,"2001年","木造","","","北東","公道",6,"１低住専",70,150,"2022年第1四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","緑が丘","緑が丘(東京)",5,95000000,80,"","",85,"2018年","木造","","","東","公道",4,"１低住専",60,150,"2022年第1四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","南","目黒","",58000000,50,"","",85,"1996年","木造","","","西","公道",3.5,"１低住専",60,150,"2022年第1四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","南","洗足",15,90000000,85,"","",170,"1996年","木造","","","南東","公道",5.8,"１低住専",70,150,"2022年第1四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","八雲","都立大学",15,72000000,55,"","",85,"1999年","木造","","","東","私道",4,"１低住専",60,150,"2022年第1四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","八雲","都立大学",20,84000000,60,"","",90,"2016年","木造","","","南","私道",4,"１中住専",60,160,"2022年第1四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","中町","学芸大学",15,100000000,80,"","",105,"2016年","木造","","","北","公道",4,"１種住居",60,200,"2022年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","南","大岡山",10,110000000,80,"","",90,"2017年","木造","","","南東","私道",3.2,"１低住専",60,150,"2022年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","南","洗足",10,99000000,110,"","",100,"2021年","","","","北","私道",4.5,"１低住専",50,100,"2022年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","南","大岡山",15,75000000,95,"","",85,"2019年","木造","","","南","公道",2.6,"１低住専",60,150,"2022年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","八雲","都立大学",20,110000000,100,"","",115,"2007年","木造","","","東","私道",4,"１低住専",60,150,"2022年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","八雲","都立大学",15,84000000,70,"","",100,"2010年","木造","","","南西","私道",3.9,"１低住専",60,150,"2022年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","駒場","駒場東大前",5,110000000,85,"","",180,"1989年","木造","","","北","公道",4,"１中住専",60,160,"2022年第3四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","中町","祐天寺",15,63000000,50,"","",75,"1996年","木造","","","南東","公道",3.6,"１低住専",60,150,"2022年第3四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","中目黒","恵比寿",10,140000000,70,"","",95,"2000年","鉄骨造","","","東","公道",5.3,"２中住専",60,300,"2022年第3四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","緑が丘","自由が丘(東京)",10,88000000,55,"","",100,"2009年","木造","","","南","公道",8,"２中住専",60,200,"2022年第3四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","緑が丘","緑が丘(東京)",10,200000000,150,"","",200,"2011年","木造","","","西","公道",5.1,"１低住専",50,100,"2022年第3四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","八雲","都立大学",15,120000000,110,"","",120,"2021年","木造","","","西","私道",4,"１低住専",60,150,"2022年第3四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","八雲","都立大学",20,120000000,120,"","",130,"2001年","木造","","","","","","１低住専",50,100,"2022年第3四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","八雲","都立大学",15,82000000,80,"","",105,"2006年","木造","","","南西","私道",4,"１低住専",50,100,"2022年第3四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","中町","学芸大学",15,88000000,70,"","",120,"2002年","木造","","","南東","公道",3.8,"１種住居",70,160,"2022年第4四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","緑が丘","緑が丘(東京)",5,71000000,55,"","",105,"1996年","木造","","","","公道","","近隣商業",80,200,"2022年第4四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","祐天寺","祐天寺",5,180000000,105,"","",165,"2012年","木造","","","南西","公道",3.3,"１種住居",60,200,"2022年第4四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","目黒","目黒",20,110000000,90,"","",100,"2016年","木造","","","南","私道",4,"１低住専",60,150,"2022年第1四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","目黒","目黒",20,110000000,90,"","",110,"2018年","木造","","","西","私道",3.3,"１中住専",60,200,"2022年第1四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","目黒","祐天寺",15,82000000,85,"","",100,"2011年","木造","","","南西","公道",3.4,"１低住専",60,150,"2022年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","目黒","目黒",15,180000000,85,"","",175,"2003年","","","","東","公道",5,"１中住専",70,200,"2022年第3四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","目黒","祐天寺",20,360000000,390,"","",240,"1998年","ＲＣ","","","南西","公道",3.3,"１低住専",60,150,"2022年第3四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","大橋","池尻大橋",5,130000000,70,"","",105,"2016年","木造","","","北東","私道",4,"２中住専",60,300,"2022年第4四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","大岡山","都立大学",10,87000000,85,"","",100,"2012年","木造","","","西","公道",4.7,"１低住専",60,150,"2023年第1四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","大岡山","大岡山",10,110000000,105,"","",100,"2009年","軽量鉄骨造","","","南","公道",3.6,"１低住専",60,150,"2023年第1四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","平町","都立大学",10,100000000,70,"","",85,"2020年","木造","","","西","私道",4,"１中住専",60,160,"2023年第1四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","平町","都立大学",10,210000000,170,"","",115,"2000年","木造","","","南東","公道",5.9,"１低住専",50,100,"2023年第1四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","中央町","学芸大学",10,120000000,110,"","",165,"1996年","鉄骨造","","","北東","私道",3.3,"１低住専",60,150,"2023年第1四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","碑文谷","学芸大学",10,120000000,95,"","",105,"2017年","木造","","","西","公道",7.2,"１種住居",60,200,"2023年第1四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","上目黒","祐天寺",10,140000000,80,"","",100,"2013年","木造","","","東","公道",4.5,"１低住専",60,150,"2023年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","上目黒","祐天寺",10,62000000,45,"","",75,"1999年","木造","","","北東","公道",3,"１低住専",60,150,"2023年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","碑文谷","西小山",15,62000000,45,"","",60,"2015年","木造","","","北","公道",4.3,"１中住専",60,200,"2023年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","上目黒","祐天寺",10,170000000,90,"","",130,"2015年","木造","","","東","公道",4,"１低住専",60,150,"2023年第3四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","平町","都立大学",10,110000000,95,"","",95,"2011年","木造","","","北東","私道",3.4,"１低住専","","","2023年第3四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","碑文谷","学芸大学",10,88000000,65,"","",95,"2002年","木造","","","南","公道",5,"１種住居",60,200,"2023年第3四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","大岡山","大岡山",10,120000000,120,"","",125,"2006年","木造","","","東","私道",3.8,"１低住専",60,150,"2023年第4四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","大岡山","都立大学",10,86000000,85,"","",120,"1998年","木造","","","東","私道",4,"１中住専",60,160,"2023年第4四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","上目黒","中目黒",5,68000000,45,"","",65,"1996年","木造","","","南東","私道",4,"１種住居",60,200,"2023年第4四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","上目黒","祐天寺",15,89000000,70,"","",90,"2006年","木造","","","北東","公道",4,"２中住専",60,160,"2023年第4四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","碑文谷","学芸大学",10,120000000,85,"","",130,"2010年","","","","東","公道",3.6,"１低住専",60,150,"2023年第4四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","碑文谷","洗足",15,58000000,50,"","",70,"2012年","木造","","","南","公道",4,"１低住専",60,200,"2023年第4四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","柿の木坂","都立大学",10,80000000,85,"","",75,"2010年","木造","","","北","公道",5.4,"１低住専",60,150,"2023年第1四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","柿の木坂","都立大学",10,190000000,115,"","",185,"2008年","木造","","","南","公道",9,"１低住専",60,100,"2023年第1四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","自由が丘","自由が丘(東京)",5,210000000,155,"","",215,"1997年","","","","南","私道",2.4,"１低住専",60,150,"2023年第1四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","自由が丘","自由が丘(東京)",10,250000000,220,"","",220,"1997年","ＲＣ","","","東","私道",4,"１低住専",50,100,"2023年第1四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","目黒本町","学芸大学",15,130000000,100,"","",90,"1996年","木造","","","南東","公道",11,"１中住専",60,200,"2023年第1四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","五本木","祐天寺",5,85000000,55,"","",90,"2001年","木造","","","北","私道",4,"１低住専",60,150,"2023年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","下目黒","不動前",10,55000000,45,"","",100,"1982年","鉄骨造","","","南西","公道",5.8,"近隣商業",80,300,"2023年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","下目黒","武蔵小山",20,75000000,55,"","",90,"2003年","木造","","","東","公道",6,"１中住専",60,200,"2023年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","自由が丘","自由が丘(東京)",10,190000000,100,"","",130,"1996年","ＲＣ","","","北","公道",4,"１低住専",60,150,"2023年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","自由が丘","自由が丘(東京)",10,190000000,160,"","",90,"1978年","木造","","","","","","１低住専",60,150,"2023年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","中根","都立大学",10,90000000,100,"","",95,"2012年","木造","","","北東","私道",2.7,"１低住専",50,100,"2023年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","三田","恵比寿",15,300000000,145,"","",290,"2007年","ＲＣ","","","北東","公道",4.6,"１低住専",60,150,"2023年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","目黒本町","武蔵小山",15,80000000,60,"","",90,"2008年","木造","","","南","公道",4.2,"１種住居",60,200,"2023年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","目黒本町","西小山",5,77000000,60,"","",65,"2018年","木造","","","北西","私道",4,"１種住居",60,160,"2023年第2四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","五本木","学芸大学",10,130000000,100,"","",140,"2006年","鉄骨造","","","西","公道",3.3,"１低住専",60,150,"2023年第3四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","五本木","学芸大学",10,80000000,75,"","",105,"2002年","木造","","","北","公道",20,"近隣商業",80,300,"2023年第3四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","三田","恵比寿",10,150000000,60,"","",105,"2015年","木造","","","北西","私道",3.3,"１中住専",60,200,"2023年第3四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","目黒本町","西小山",10,65000000,50,"","",85,"1997年","木造","","","南西","公道",7.6,"１種住居",60,200,"2023年第3四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","下目黒","武蔵小山",15,62000000,55,"","",90,"2003年","木造","","","東","公道",5.9,"１中住専",60,200,"2023年第4四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","下目黒","不動前",10,70000000,45,"","",80,"2004年","木造","","","北西","私道",4,"１種住居",60,160,"2023年第4四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","三田","恵比寿",15,110000000,55,"","",90,"1999年","木造","","","北東","公道",4,"１種住居",60,160,"2023年第4四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","目黒本町","学芸大学",15,94000000,75,"","",110,"2006年","木造","","","南","公道",3.6,"１種住居",60,200,"2023年第4四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","目黒本町","学芸大学",15,97000000,70,"","",105,"2017年","木造","","","東","私道",3.9,"１中住専",60,160,"2023年第4四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","駒場","駒場東大前",5,530000000,200,"","",200,"1986年","木造","","","南","公道",5.3,"１低住専",50,100,"2023年第1四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","駒場","駒場東大前",10,95000000,60,"","",90,"2003年","木造","","","南西","私道",6.3,"１中住専",60,200,"2023年第1四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","中目黒","中目黒",10,430000000,170,"","",230,"2005年","鉄骨造","","","北西","公道",5.4,"１低住専",50,100,"2023年第1四半期",""
"宅地(土地と建物)","成約価格情報","","13110","東京都","目黒区","緑が丘","緑が丘(東京)",10,110000000,70,"","",110,"2014年","木造","","","北西","公道",8,"２中住専",60,200,"2023年第1四半期",""
